id,text,type,option
implicit.stat_2721871046,Determination has #% increased Mana Reservation Efficiency,implicit,
implicit.stat_1787073323,Skills Chain # times,implicit,
fractured.stat_3299347043,# to maximum Life,fractured,
fractured.stat_1671376347,#% to Lightning Resistance,fractured,
fractured.stat_3372524247,#% to Fire Resistance,fractured,
fractured.stat_3261801346,# to Dexterity,fractured,
fractured.stat_4220027924,#% to Cold Resistance,fractured,
fractured.stat_4080418644,# to Strength,fractured,
fractured.stat_3325883026,Regenerate # Life per second,fractured,
fractured.stat_328541901,# to Intelligence,fractured,
fractured.stat_3680664274,#% chance to Suppress Spell Damage,fractured,
fractured.stat_3556824919,#% to Global Critical Strike Multiplier,fractured,
fractured.stat_2923486259,#% to Chaos Resistance,fractured,
fractured.stat_1050105434,# to maximum Mana,fractured,
fractured.stat_3917489142,#% increased Rarity of Items found,fractured,
fractured.stat_210067635,#% increased Attack Speed (Local),fractured,
fractured.stat_2511217560,#% increased Stun and Block Recovery,fractured,
fractured.stat_4052037485,# to maximum Energy Shield (Local),fractured,
fractured.stat_2901986750,#% to all Elemental Resistances,fractured,
fractured.stat_2250533757,#% increased Movement Speed,fractured,
fractured.stat_803737631,# to Accuracy Rating,fractured,
fractured.stat_2375316951,#% increased Critical Strike Chance,fractured,
fractured.stat_737908626,#% increased Critical Strike Chance for Spells,fractured,
fractured.stat_53045048,# to Evasion Rating (Local),fractured,
fractured.stat_3336890334,Adds # to # Lightning Damage (Local),fractured,
fractured.stat_1509134228,#% increased Physical Damage,fractured,
fractured.stat_3489782002,# to maximum Energy Shield,fractured,
fractured.stat_3032590688,Adds # to # Physical Damage to Attacks,fractured,
fractured.stat_691932474,# to Accuracy Rating (Local),fractured,
fractured.stat_1037193709,Adds # to # Cold Damage (Local),fractured,
fractured.stat_3988349707,#% to Damage over Time Multiplier,fractured,
fractured.stat_681332047,#% increased Attack Speed,fractured,
fractured.stat_3484657501,# to Armour (Local),fractured,
fractured.stat_3962278098,#% increased Fire Damage,fractured,
fractured.stat_709508406,Adds # to # Fire Damage (Local),fractured,
fractured.stat_2974417149,#% increased Spell Damage,fractured,
fractured.stat_3291658075,#% increased Cold Damage,fractured,
fractured.stat_1940865751,Adds # to # Physical Damage (Local),fractured,
fractured.stat_387439868,#% increased Elemental Damage with Attack Skills,fractured,
fractured.stat_3759663284,#% increased Projectile Speed,fractured,
fractured.stat_4015621042,#% increased Energy Shield (Local),fractured,
fractured.stat_1290399200,#% increased Damage with Poison,fractured,
fractured.stat_1175385867,#% increased Burning Damage,fractured,
fractured.stat_3005472710,#% chance to Avoid Elemental Ailments,fractured,
fractured.stat_829382474,# to Level of Socketed Melee Gems,fractured,
fractured.stat_1133016593,Adds # to # Fire Damage to Spells,fractured,
fractured.stat_1754445556,Adds # to # Lightning Damage to Attacks,fractured,
fractured.stat_3885634897,#% chance to Poison on Hit (Local),fractured,
fractured.stat_44972811,#% increased Life Regeneration rate,fractured,
fractured.stat_789117908,#% increased Mana Regeneration Rate,fractured,
fractured.stat_124859000,#% increased Evasion Rating (Local),fractured,
fractured.stat_1062208444,#% increased Armour (Local),fractured,
fractured.stat_2843100721,# to Level of Socketed Gems,fractured,
fractured.stat_2891184298,#% increased Cast Speed,fractured,
fractured.stat_2469416729,Adds # to # Cold Damage to Spells,fractured,
fractured.stat_1379411836,# to all Attributes,fractured,
fractured.stat_3695891184,Gain # Life per Enemy Killed,fractured,
fractured.stat_4067062424,Adds # to # Cold Damage to Attacks,fractured,
fractured.stat_1923879260,Attacks have #% chance to cause Bleeding,fractured,
fractured.stat_587431675,#% increased Global Critical Strike Chance,fractured,
fractured.stat_624954515,#% increased Global Accuracy Rating,fractured,
fractured.stat_1294118672,#% increased Damage with Bleeding,fractured,
fractured.stat_2517001139,#% increased Stun Duration on Enemies,fractured,
fractured.stat_2451402625,#% increased Armour and Evasion (Local),fractured,
fractured.stat_1999113824,#% increased Evasion and Energy Shield (Local),fractured,
fractured.stat_2831165374,Adds # to # Lightning Damage to Spells,fractured,
fractured.stat_2027269580,# to Level of Socketed Bow Gems,fractured,
fractured.stat_2223678961,Adds # to # Chaos Damage (Local),fractured,
fractured.stat_700317374,#% increased Amount Recovered,fractured,
fractured.stat_1573130764,Adds # to # Fire Damage to Attacks,fractured,
fractured.stat_1589917703,Minions deal #% increased Damage,fractured,
fractured.stat_1444556985,#% of Damage taken Recouped as Life,fractured,
fractured.stat_1712221299,#% to Critical Strike Multiplier with Bows,fractured,
fractured.stat_1837040413,Slaying Enemies close together can attract monsters from Beyond this realm,fractured,
fractured.stat_3321629045,#% increased Armour and Energy Shield (Local),fractured,
fractured.stat_2482852589,#% increased maximum Energy Shield,fractured,
fractured.stat_2091591880,#% increased Critical Strike Chance with Bows,fractured,
fractured.stat_742529963,Bow Attacks fire # additional Arrows,fractured,
fractured.stat_1368271171,Gain # Mana per Enemy Killed,fractured,
fractured.stat_2231156303,#% increased Lightning Damage,fractured,
fractured.stat_4055307827,#% to Chaos Damage over Time Multiplier,fractured,
fractured.stat_3741323227,#% increased Flask Effect Duration,fractured,
fractured.stat_2254480358,# to Level of all Cold Spell Skill Gems,fractured,
fractured.stat_1263695895,#% increased Light Radius,fractured,
fractured.stat_4253454700,#% Chance to Block (Shields),fractured,
fractured.stat_821021828,Grants # Life per Enemy Hit,fractured,
fractured.stat_3639275092,#% increased Attribute Requirements,fractured,
fractured.stat_2144192055,# to Evasion Rating,fractured,
fractured.stat_3593843976,#% of Physical Attack Damage Leeched as Life,fractured,
fractured.stat_983749596,#% increased maximum Life,fractured,
fractured.stat_3767873853,Reflects # Physical Damage to Melee Attackers,fractured,
fractured.stat_809229260,# to Armour,fractured,
fractured.stat_1950806024,#% to Cold Damage over Time Multiplier,fractured,
fractured.stat_1452809865,#% increased Flask Charges gained,fractured,
fractured.stat_173226756,#% increased Recovery rate,fractured,
fractured.stat_3771516363,#% additional Physical Damage Reduction,fractured,
fractured.stat_3237948413,#% of Physical Attack Damage Leeched as Mana,fractured,
fractured.stat_561307714,#% Chance to Block Spell Damage,fractured,
fractured.stat_770672621,Minions have #% increased maximum Life,fractured,
fractured.stat_1545858329,# to Level of all Lightning Spell Skill Gems,fractured,
fractured.stat_1241625305,#% increased Damage with Bow Skills,fractured,
fractured.stat_591105508,# to Level of all Fire Spell Skill Gems,fractured,
fractured.stat_3793155082,#% increased number of Rare Monsters,fractured,
fractured.stat_2866361420,#% increased Armour,fractured,
fractured.stat_491450213,Minions have #% increased Critical Strike Chance,fractured,
fractured.stat_967627487,#% increased Damage over Time,fractured,
fractured.stat_2797971005,Gain # Life per Enemy Hit with Attacks,fractured,
fractured.stat_2339757871,#% increased Energy Shield Recharge Rate,fractured,
fractured.stat_1600707273,# to Level of all Physical Spell Skill Gems,fractured,
fractured.stat_1443060084,#% reduced Enemy Stun Threshold,fractured,
fractured.stat_762600725,# Life gained when you Block,fractured,
fractured.stat_1011760251,#% to maximum Lightning Resistance,fractured,
fractured.stat_1314617696,#% to Physical Damage over Time Multiplier,fractured,
fractured.stat_2106365538,#% increased Evasion Rating,fractured,
fractured.stat_4226189338,# to Level of all Chaos Spell Skill Gems,fractured,
fractured.stat_3091578504,Minions have #% increased Attack and Cast Speed,fractured,
fractured.stat_3855016469,You take #% reduced Extra Damage from Critical Strikes,fractured,
fractured.stat_1310194496,#% increased Global Physical Damage,fractured,
fractured.stat_4237190083,#% increased Mana Reservation Efficiency of Skills,fractured,
fractured.stat_55876295,#% of Physical Attack Damage Leeched as Life (Local),fractured,
fractured.stat_1335054179,#% chance to Ignite,fractured,
fractured.stat_644456512,#% reduced Flask Charges used,fractured,
fractured.stat_51994685,#% increased Flask Life Recovery rate,fractured,
fractured.stat_182714578,"Grants Immunity to Bleeding for # seconds if used while Bleeding
Grants Immunity to Corrupted Blood for # seconds if used while affected by Corrupted Blood",fractured,
fractured.stat_388617051,#% increased Charges per use,fractured,
fractured.stat_4251717817,#% increased Area Damage,fractured,
fractured.stat_2309614417,#% chance to Freeze,fractured,
fractured.stat_474294393,#% reduced Mana Cost of Skills,fractured,
fractured.stat_1782086450,#% faster start of Energy Shield Recharge,fractured,
fractured.stat_1423639565,Minions have #% to all Elemental Resistances,fractured,
fractured.stat_2441475928,#% to Critical Strike Multiplier with Lightning Skills,fractured,
fractured.stat_1538773178,#% chance to Shock,fractured,
fractured.stat_4095671657,#% to maximum Fire Resistance,fractured,
fractured.stat_915908446,#% to Critical Strike Multiplier with Cold Skills,fractured,
fractured.stat_2162097452,# to Level of all Minion Skill Gems,fractured,
fractured.stat_1301765461,#% to maximum Chaos Resistance,fractured,
fractured.stat_3738001379,#% chance to gain a Flask Charge when you deal a Critical Strike,fractured,
fractured.stat_2307547323,#% to Critical Strike Multiplier with Fire Skills,fractured,
fractured.stat_3895393544,Removes Curses on use,fractured,
fractured.stat_3805075944,#% increased Attack Speed while holding a Shield,fractured,
fractured.stat_1839076647,#% increased Projectile Damage,fractured,
fractured.stat_736967255,#% increased Chaos Damage,fractured,
fractured.stat_2915988346,#% to Fire and Cold Resistances,fractured,
fractured.stat_2154246560,#% increased Damage,fractured,
fractured.stat_1535626285,# to Strength and Intelligence,fractured,
fractured.stat_538848803,# to Strength and Dexterity,fractured,
fractured.stat_669069897,#% of Physical Attack Damage Leeched as Mana (Local),fractured,
fractured.stat_2748665614,#% increased maximum Mana,fractured,
fractured.stat_3854439683,Grants Immunity to Shock for # seconds if used while Shocked,fractured,
fractured.stat_2503377690,#% of Recovery applied Instantly,fractured,
fractured.stat_693959086,#% to Damage over Time Multiplier with Attack Skills,fractured,
fractured.stat_4249220643,#% increased Attack Speed while Dual Wielding,fractured,
fractured.stat_3869628136,"Grants Immunity to Chill for # seconds if used while Chilled
Grants Immunity to Freeze for # seconds if used while Frozen",fractured,
fractured.stat_1526933524,Instant Recovery,fractured,
fractured.stat_3196823591,#% increased Charge Recovery,fractured,
fractured.stat_3676141501,#% to maximum Cold Resistance,fractured,
fractured.stat_4277795662,#% to Cold and Lightning Resistances,fractured,
fractured.stat_174664100,Minions have #% increased Movement Speed,fractured,
fractured.stat_3382807662,#% to Fire Damage over Time Multiplier,fractured,
fractured.stat_2672805335,#% increased Attack and Cast Speed,fractured,
fractured.stat_1412217137,#% increased Flask Mana Recovery rate,fractured,
fractured.stat_2361218755,"Grants Immunity to Ignite for # seconds if used while Ignited
Removes all Burning when used",fractured,
fractured.stat_3969608626,"Effect is not removed when Unreserved Mana is Filled
Effect does not Queue",fractured,
fractured.stat_2941585404,#% increased Trap Damage,fractured,
fractured.stat_2546185479,#% to Critical Strike Multiplier while Dual Wielding,fractured,
fractured.stat_114734841,Flasks applied to you have #% increased Effect,fractured,
fractured.stat_2918708827,#% chance to gain Phasing for 4 seconds on Kill,fractured,
fractured.stat_1506355899,#% more Duration,fractured,
fractured.stat_1002362373,#% increased Melee Damage,fractured,
fractured.stat_2300185227,# to Dexterity and Intelligence,fractured,
fractured.stat_1813451228,#% increased Attack Speed with One Handed Melee Weapons,fractured,
fractured.stat_4237442815,#% to Melee Critical Strike Multiplier,fractured,
fractured.stat_4232582040,Grants Immunity to Maim for # seconds if used while Maimed,fractured,
fractured.stat_2137912951,#% increased Mine Damage,fractured,
fractured.stat_2011656677,#% increased Poison Duration,fractured,
fractured.stat_1393393937,#% increased Attack Damage while holding a Shield,fractured,
fractured.stat_4003593289,Grants Immunity to Hinder for # seconds if used while Hindered,fractured,
fractured.stat_569299859,#% to all maximum Resistances,fractured,
fractured.stat_670153687,#% to Critical Strike Multiplier with One Handed Melee Weapons,fractured,
fractured.stat_1661151735,Minions have # to Accuracy Rating,fractured,
fractured.stat_3441501978,#% to Fire and Lightning Resistances,fractured,
fractured.stat_1917910910,#% increased Attack Speed with Two Handed Melee Weapons,fractured,
fractured.stat_252507949,#% to Critical Strike Multiplier with Two Handed Melee Weapons,fractured,
fractured.stat_1582728645,Gain # Charge when you are Hit by an Enemy,fractured,
fractured.stat_1836374041,#% increased Damage with Two Handed Weapons,fractured,
fractured.stat_83050999,#% increased Damage with Swords,fractured,
fractured.stat_1172029298,Minions deal # to # additional Physical Damage,fractured,
fractured.stat_3759735052,#% increased Attack Speed with Bows,fractured,
fractured.stat_674553446,Adds # to # Chaos Damage to Attacks,fractured,
fractured.stat_1437957544,# to Maximum Charges,fractured,
fractured.stat_686254215,#% increased Totem Life,fractured,
fractured.stat_3407849389,#% reduced Effect of Curses on you,fractured,
fractured.stat_1010549321,#% increased Damage with One Handed Weapons,fractured,
fractured.stat_444174528,#% increased Attack Damage while Dual Wielding,fractured,
fractured.stat_538241406,Damaging Ailments deal damage #% faster,fractured,
fractured.stat_795138349,#% chance to Poison on Hit,fractured,
fractured.stat_3851254963,#% increased Totem Damage,fractured,
fractured.stat_1459321413,#% increased Bleeding Duration,fractured,
fractured.stat_1186596295,#% increased Critical Strike Chance with Lightning Skills,fractured,
fractured.stat_4188894176,#% increased Damage with Bows,fractured,
fractured.stat_2889601781,Minions deal # to # additional Chaos Damage,fractured,
fractured.stat_542375676,Grants Immunity to Poison for # seconds if used while Poisoned,fractured,
fractured.stat_3739863694,#% chance to Impale Enemies on Hit with Attacks,fractured,
fractured.stat_3152982863,Minions deal # to # additional Cold Damage,fractured,
fractured.stat_3550868361,#% increased Attack Speed with Axes,fractured,
fractured.stat_3351784991,Minions deal # to # additional Fire Damage,fractured,
fractured.stat_4043416969,# to Level of Socketed Lightning Gems,fractured,
fractured.stat_1104796138,#% increased Critical Strike Chance with Fire Skills,fractured,
fractured.stat_1871765599,#% chance to Avoid being Shocked,fractured,
fractured.stat_2675603254,# to Level of Socketed Chaos Gems,fractured,
fractured.stat_683273571,#% increased Mana Cost of Skills during Effect,fractured,
fractured.stat_4204954479,Mana Recovery occurs instantly at the end of Effect,fractured,
fractured.stat_1086147743,#% increased Ignite Duration on Enemies,fractured,
fractured.stat_2930653471,Minions deal # to # additional Lightning Damage,fractured,
fractured.stat_1569407745,#% to Critical Strike Multiplier with Elemental Skills,fractured,
fractured.stat_1147690586,# to Level of all Lightning Skill Gems,fractured,
fractured.stat_1645459191,# to Level of Socketed Cold Gems,fractured,
fractured.stat_67169579,# to Level of all Chaos Skill Gems,fractured,
fractured.stat_274716455,#% to Critical Strike Multiplier for Spell Damage,fractured,
fractured.stat_1854213750,Minions have #% to Critical Strike Multiplier,fractured,
fractured.stat_1078455967,# to Level of all Cold Skill Gems,fractured,
fractured.stat_1766142294,#% increased Spell Damage while holding a Shield,fractured,
fractured.stat_1514829491,#% chance to Avoid being Frozen,fractured,
fractured.stat_1040269876,# to # Added Lightning Damage with Bow Attacks,fractured,
fractured.stat_938645499,#% Chance to Block Spell Damage while holding a Shield,fractured,
fractured.stat_886931978,#% more Recovery if used while on Low Life,fractured,
fractured.stat_215124030,# to # Added Cold Damage with Bow Attacks,fractured,
fractured.stat_2416869319,Grants #% of Life Recovery to Minions,fractured,
fractured.stat_1073942215,#% increased Freeze Duration on Enemies,fractured,
fractured.stat_1421645223,#% increased Attack Speed with Claws,fractured,
fractured.stat_124131830,# to Level of all Spell Skill Gems,fractured,
fractured.stat_2561836520,Regenerate # Energy Shield per second,fractured,
fractured.stat_619213329,# to Level of all Physical Skill Gems,fractured,
fractured.stat_3668351662,#% increased Shock Duration on Enemies,fractured,
fractured.stat_3720627346,#% increased Attack Speed with Wands,fractured,
fractured.stat_307410279,Recover an additional #% of Flask's Life Recovery Amount over 10 seconds if used while not on Full Life,fractured,
fractured.stat_3812107348,Instant Recovery when on Low Life,fractured,
fractured.stat_4000101551,Minions have #% increased Cast Speed,fractured,
fractured.stat_3375935924,Minions have #% increased Attack Speed,fractured,
fractured.stat_379328644,#% increased Damage with Wands,fractured,
fractured.stat_3702513529,#% increased Attack Critical Strike Chance while Dual Wielding,fractured,
fractured.stat_4061558269,#% Chance to Block Attack Damage while holding a Shield,fractured,
fractured.stat_2166444903,#% Chance to Block Attack Damage while Dual Wielding,fractured,
fractured.stat_764295120,#% increased Critical Strike Chance with Two Handed Melee Weapons,fractured,
fractured.stat_2300399854,Adds # to # Chaos Damage to Spells,fractured,
fractured.stat_1069260037,#% increased Damage with Claws,fractured,
fractured.stat_3120164895,# to # Added Fire Damage with Bow Attacks,fractured,
fractured.stat_4193088553,#% increased Damage over Time while wielding a Two Handed Weapon,fractured,
fractured.stat_1678690824,#% increased Spell Damage while Dual Wielding,fractured,
fractured.stat_1256719186,#% increased Duration,fractured,
fractured.stat_1478653032,#% reduced Effect of Chill on you,fractured,
fractured.stat_118398748,#% increased Trap Throwing Speed,fractured,
fractured.stat_3496944181,#% increased Spell Damage while wielding a Staff,fractured,
fractured.stat_1809006367,Totems gain #% to all Elemental Resistances,fractured,
fractured.stat_2911442053,Minions have #% chance to Taunt on Hit with Attacks,fractured,
fractured.stat_1585344030,#% increased Attack Speed if you've dealt a Critical Strike Recently,fractured,
fractured.stat_1244360317,#% increased Damage over Time while holding a Shield,fractured,
fractured.stat_4291461939,Regenerate # Mana per second,fractured,
fractured.stat_1101206134,#% Chance to Block Spell Damage if you were Damaged by a Hit Recently,fractured,
fractured.stat_2538566497,#% increased Attack Speed with Daggers,fractured,
fractured.stat_648019518,Removes #% of Life Recovered from Mana when used,fractured,
fractured.stat_3604946673,# to Level of Socketed Minion Gems,fractured,
fractured.stat_2435536961,Adds # to # Physical Damage to Spells,fractured,
fractured.stat_2515515064,#% increased Attack Speed with Maces or Sceptres,fractured,
fractured.stat_1261982764,#% increased Life Recovered,fractured,
fractured.stat_1896971621,#% increased Mine Throwing Speed,fractured,
fractured.stat_3314142259,#% increased Damage with Axes,fractured,
fractured.stat_2448920197,#% increased effect,fractured,
fractured.stat_3337344042,#% increased Critical Strike Chance with Cold Skills,fractured,
fractured.stat_3293699237,#% increased Attack Speed with Swords,fractured,
fractured.stat_1394963553,#% increased Attack Speed with Staves,fractured,
fractured.stat_2313899959,Hinders nearby Enemies with #% reduced Movement Speed if used while not on Full Mana,fractured,
fractured.stat_3081816887,#% increased Effect of Lightning Ailments,fractured,
fractured.stat_339179093,# to Level of Socketed Fire Gems,fractured,
fractured.stat_928238845,#% increased Cast Speed with Cold Skills,fractured,
fractured.stat_1692879867,#% increased Bleed Duration on you,fractured,
fractured.stat_1788635023,#% increased Cast Speed with Lightning Skills,fractured,
fractured.stat_138741818,#% Chance to Block Spell Damage while Dual Wielding,fractured,
fractured.stat_1612163368,#% increased Cast Speed while holding a Shield,fractured,
fractured.stat_3586984690,#% increased Damage with Daggers,fractured,
fractured.stat_2382196858,#% increased Cast Speed while Dual Wielding,fractured,
fractured.stat_1476643878,#% increased Cast Speed with Fire Skills,fractured,
fractured.stat_977908611,#% chance to Knock Enemies Back on hit,fractured,
fractured.stat_986397080,#% reduced Ignite Duration on you,fractured,
fractured.stat_4262448838,#% chance to Avoid being Stunned,fractured,
fractured.stat_2381842786,#% increased Critical Strike Chance with One Handed Melee Weapons,fractured,
fractured.stat_1811130680,#% increased Mana Recovered,fractured,
fractured.stat_318953428,#% chance to Blind Enemies on Hit with Attacks,fractured,
fractured.stat_755922799,Minions have #% chance to deal Double Damage,fractured,
fractured.stat_1072119541,#% increased Damage if you've Killed Recently,fractured,
fractured.stat_3417711605,Damage Penetrates #% Cold Resistance,fractured,
fractured.stat_2428829184,# to maximum number of Skeletons,fractured,
fractured.stat_3854949926,#% increased Movement Speed if you haven't taken Damage Recently,fractured,
fractured.stat_959641748,Removes #% of Mana Recovered from Life when used,fractured,
fractured.stat_1783006896,#% chance to Avoid being Ignited,fractured,
fractured.stat_2323739383,Minions have #% chance to Hinder Enemies on Hit with Spells,fractured,
fractured.stat_455556407,Damage Penetrates #% Elemental Resistances if you haven't Killed Recently,fractured,
fractured.stat_2120297997,#% Chance to Block Spell Damage while wielding a Staff,fractured,
fractured.stat_2431643207,Minions have #% chance to Blind on Hit with Attacks,fractured,
fractured.stat_1652515349,# to maximum number of Raised Zombies,fractured,
fractured.stat_968369591,#% increased Attack Speed during Effect,fractured,
fractured.stat_1389153006,#% increased Global Defences,fractured,
fractured.stat_2066542501,#% increased Cast Speed while wielding a Staff,fractured,
fractured.stat_4053951709,#% chance to Avoid being Poisoned,fractured,
fractured.stat_4087089130,#% increased Damage with Staves,fractured,
fractured.stat_1181419800,#% increased Damage with Maces or Sceptres,fractured,
fractured.stat_95249895,#% more Monster Life,fractured,
fractured.stat_635485889,#% increased Life Reservation Efficiency of Skills,fractured,
fractured.stat_1793818220,#% increased Effect of Cold Ailments,fractured,
fractured.stat_2452998583,# to Level of Socketed Aura Gems,fractured,
fractured.stat_1199429645,#% increased Melee Critical Strike Chance,fractured,
fractured.stat_1760576992,# to # Added Physical Damage with Bow Attacks,fractured,
fractured.stat_3062329212,Minions Regenerate # Life per second,fractured,
fractured.stat_599749213,# to Level of all Fire Skill Gems,fractured,
fractured.stat_820939409,Gain # Mana per Enemy Hit with Attacks,fractured,
fractured.stat_2856328513,#% increased Critical Strike Chance if you haven't dealt a Critical Strike Recently,fractured,
fractured.stat_412745376,Minions deal #% increased Damage if you've used a Minion Skill Recently,fractured,
fractured.stat_439950087,#% increased Critical Strike Chance with Elemental Skills,fractured,
fractured.stat_214001793,#% increased Damage over Time while Dual Wielding,fractured,
fractured.stat_3256116097,#% increased Cast Speed during Effect,fractured,
fractured.stat_1718147982,#% increased Minion Accuracy Rating,fractured,
fractured.stat_734823525,#% increased Evasion Rating while moving,fractured,
fractured.stat_1462364052,Hinders nearby Enemies with #% reduced Movement Speed if used while not on Full Life,fractured,
fractured.stat_299054775,#% increased Evasion Rating during Effect,fractured,
fractured.stat_3182498570,#% increased Movement Speed during Effect,fractured,
fractured.stat_1693613464,#% increased Armour during Effect,fractured,
fractured.stat_279227559,#% increased Movement Speed if you've Killed Recently,fractured,
fractured.stat_2770782267,Minions Leech #% of Damage as Life,fractured,
fractured.stat_1174076861,#% increased Cast Speed if you've dealt a Critical Strike Recently,fractured,
fractured.stat_2008255263,#% increased Critical Strike Chance during Effect,fractured,
fractured.stat_2618549697,Added Small Passive Skills have #% increased Effect,fractured,
fractured.stat_1618589784,#% chance to Avoid Bleeding,fractured,
fractured.stat_908516597,Regenerate #% of Life per second while moving,fractured,
fractured.stat_3801067695,#% reduced Effect of Shock on you,fractured,
fractured.stat_338121249,Curse Enemies with Flammability on Hit,fractured,
fractured.stat_287491423,#% additional Physical Damage Reduction against Abyssal Monsters,fractured,
fractured.stat_710372469,Curse Enemies with Conductivity on Hit,fractured,
fractured.stat_3002506763,#% chance to Hinder Enemies on Hit with Spells,fractured,
fractured.stat_2653955271,Damage Penetrates #% Fire Resistance,fractured,
fractured.stat_3603666270,#% additional Physical Damage Reduction if you weren't Damaged by a Hit Recently,fractured,
fractured.stat_2937483991,#% to Critical Strike Multiplier if you've Killed Recently,fractured,
fractured.stat_2787733863,# to # Added Lightning Damage with Wand Attacks,fractured,
fractured.stat_1974445926,Minions have #% chance to Poison Enemies on Hit,fractured,
fractured.stat_2848646243,# to # Added Cold Damage with Claw Attacks,fractured,
fractured.stat_4265534424,#% reduced Effect of Curses on you during Effect,fractured,
fractured.stat_369494213,Gain #% of Physical Damage as Extra Fire Damage,fractured,
fractured.stat_962725504,#% additional Elemental Resistances during Effect,fractured,
fractured.stat_3838369929,Immunity to Freeze and Chill during Effect,fractured,
fractured.stat_1636209393,#% increased Effect of Non-Curse Auras from your Skills on Enemies,fractured,
fractured.stat_2383797932,# to # Added Cold Damage with Wand Attacks,fractured,
fractured.stat_1327522346,#% increased Mana Regeneration Rate while moving,fractured,
fractured.stat_2133341901,#% of Physical Damage Converted to Cold Damage,fractured,
fractured.stat_3322709337,"Your Hits inflict Decay, dealing 700 Chaos Damage per second for 8 seconds",fractured,
fractured.stat_1237708713,# to # Added Lightning Damage with Sword Attacks,fractured,
fractured.stat_426847518,Curse Enemies with Frostbite on Hit,fractured,
fractured.stat_1263342750,# to # Added Cold Damage with Dagger Attacks,fractured,
fractured.stat_658443507,"Immunity to Ignite during Effect
Removes Burning on use",fractured,
fractured.stat_818778753,Damage Penetrates #% Lightning Resistance,fractured,
fractured.stat_211381198,Gain # Energy Shield per Enemy Hit with Attacks,fractured,
fractured.stat_3648858570,# to # Added Cold Damage per Frenzy Charge,fractured,
fractured.stat_1533563525,#% of Physical Damage Converted to Fire Damage,fractured,
fractured.stat_3837707023,Minions have #% to Chaos Resistance,fractured,
fractured.stat_1621470436,Cast Level 20 Fire Burst on Hit,fractured,
fractured.stat_972201717,# to # Added Cold Damage with Sword Attacks,fractured,
fractured.stat_3166317791,#% chance to Gain Unholy Might for 4 seconds on Melee Kill,fractured,
fractured.stat_2671663397,# to # Added Spell Cold Damage while holding a Shield,fractured,
fractured.stat_1778298516,#% Chance to Block Attack Damage while wielding a Staff,fractured,
fractured.stat_3257279374,#% increased Damage with Hits and Ailments against Abyssal Monsters,fractured,
fractured.stat_2443492284,Ignites you inflict deal Damage #% faster,fractured,
fractured.stat_87098247,# to # Added Fire Damage with Wand Attacks,fractured,
fractured.stat_2810434465,Gain #% of Physical Damage as Extra Fire Damage if you've dealt a Critical Strike Recently,fractured,
fractured.stat_2424133568,#% increased Armour if you haven't Killed Recently,fractured,
fractured.stat_3479683016,# to # Added Lightning Damage with Dagger Attacks,fractured,
fractured.stat_3110907148,#% increased Cast Speed if a Minion has been Killed Recently,fractured,
fractured.stat_601249293,# to # Added Fire Damage with Sword Attacks,fractured,
fractured.stat_475518267,#% chance to Avoid being Frozen during Effect,fractured,
fractured.stat_1349296959,Immunity to Poison during Effect,fractured,
fractured.stat_2154290807,# to # Added Fire Damage with Claw Attacks,fractured,
fractured.stat_852195286,#% Chance to Block Attack Damage if you were Damaged by a Hit Recently,fractured,
fractured.stat_774474440,#% increased Freeze Duration on you during Effect,fractured,
fractured.stat_2434101731,#% reduced Effect of Chill on you during Effect,fractured,
fractured.stat_2096159630,# to # Added Lightning Damage with Mace or Sceptre Attacks,fractured,
fractured.stat_3478075311,# to # Added Chaos Damage with Bow Attacks,fractured,
fractured.stat_3376452528,# to # Added Spell Cold Damage while Dual Wielding,fractured,
fractured.stat_1801889979,# to # Added Spell Lightning Damage while holding a Shield,fractured,
fractured.stat_470688636,"Triggers Level 20 Spectral Spirits when Equipped
# to maximum number of Spectral Spirits",fractured,
fractured.stat_589991690,Immunity to Shock during Effect,fractured,
fractured.stat_1582068183,# to # Added Lightning Damage with Axe Attacks,fractured,
fractured.stat_3448216135,Monsters deal #% extra Physical Damage as Cold,fractured,
fractured.stat_1782176131,# to # Added Cold Damage with Axe Attacks,fractured,
fractured.stat_1456464057,#% of Spell Damage Leeched as Energy Shield during Effect,fractured,
fractured.stat_3183973644,Monsters' skills Chain # additional times,fractured,
fractured.stat_472520716,#% of Damage taken Recouped as Mana,fractured,
fractured.stat_3220927448,# to # Added Fire Damage with Staff Attacks,fractured,
fractured.stat_1871056256,#% of Physical Damage from Hits taken as Cold Damage,fractured,
fractured.stat_3954157711,# to # Added Spell Physical Damage while holding a Shield,fractured,
fractured.stat_1619168299,#% chance to Avoid being Chilled during Effect,fractured,
fractured.stat_187418672,# to # Added Cold Damage with Mace or Sceptre Attacks,fractured,
fractured.stat_4255924189,# to # Added Spell Physical Damage while Dual Wielding,fractured,
fractured.stat_298173317,#% increased Impale Effect,fractured,
fractured.stat_1181129483,# to # Added Spell Chaos Damage while holding a Shield,fractured,
fractured.stat_884586851,#% increased Quantity of Items found,fractured,
fractured.stat_2479683456,Minions Regenerate #% of Life per second,fractured,
fractured.stat_1878455805,#% increased Effect of Shock on you during Effect,fractured,
fractured.stat_2135335407,# to # Added Spell Fire Damage while wielding a Two Handed Weapon,fractured,
fractured.stat_44182350,# to # Added Spell Fire Damage while holding a Shield,fractured,
fractured.stat_2306522833,#% increased Monster Movement Speed,fractured,
